"place","sex","age","health","occupational_group","count"
"EAST AYRSHIRE","Male","65 to 74","Fairly Good Health","Large employers and higher managerial occupations",2
"EAST AYRSHIRE","Male","65 to 74","Not Good Health","Large employers and higher managerial occupations",1
"EAST AYRSHIRE","Female","16 to 24","Good Health","Large employers and higher managerial occupations",8
"EAST AYRSHIRE","Female","16 to 24","Fairly Good Health","Large employers and higher managerial occupations",1
"EAST AYRSHIRE","Female","16 to 24","Not Good Health","Large employers and higher managerial occupations",0
"EAST AYRSHIRE","Female","25 to 34","Good Health","Large employers and higher managerial occupations",77
"EAST AYRSHIRE","Female","25 to 34","Fairly Good Health","Large employers and higher managerial occupations",12
"EAST AYRSHIRE","Female","25 to 34","Not Good Health","Large employers and higher managerial occupations",1
"EAST AYRSHIRE","Female","35 to 49","Good Health","Large employers and higher managerial occupations",147
"EAST AYRSHIRE","Female","35 to 49","Fairly Good Health","Large employers and higher managerial occupations",20
"EAST AYRSHIRE","Female","35 to 49","Not Good Health","Large employers and higher managerial occupations",4
"EAST AYRSHIRE","Female","50 to 54","Good Health","Large employers and higher managerial occupations",30
"EAST AYRSHIRE","Female","50 to 54","Fairly Good Health","Large employers and higher managerial occupations",8
"EAST AYRSHIRE","Female","50 to 54","Not Good Health","Large employers and higher managerial occupations",6
"EAST AYRSHIRE","Female","55 to 59","Good Health","Large employers and higher managerial occupations",21
"EAST AYRSHIRE","Female","55 to 59","Fairly Good Health","Large employers and higher managerial occupations",6
"EAST AYRSHIRE","Female","55 to 59","Not Good Health","Large employers and higher managerial occupations",3
"EAST AYRSHIRE","Female","60 to 64","Good Health","Large employers and higher managerial occupations",14
"EAST AYRSHIRE","Female","60 to 64","Fairly Good Health","Large employers and higher managerial occupations",5
"EAST AYRSHIRE","Female","60 to 64","Not Good Health","Large employers and higher managerial occupations",1
"EAST AYRSHIRE","Female","65 to 74","Good Health","Large employers and higher managerial occupations",3
"EAST AYRSHIRE","Female","65 to 74","Fairly Good Health","Large employers and higher managerial occupations",1
"EAST AYRSHIRE","Female","65 to 74","Not Good Health","Large employers and higher managerial occupations",0
"EAST DUNBARTONSHIRE","Male","16 to 24","Good Health","Large employers and higher managerial occupations",24
"EAST DUNBARTONSHIRE","Male","16 to 24","Fairly Good Health","Large employers and higher managerial occupations",0
"EAST DUNBARTONSHIRE","Male","16 to 24","Not Good Health","Large employers and higher managerial occupations",0
"EAST DUNBARTONSHIRE","Male","25 to 34","Good Health","Large employers and higher managerial occupations",241
"EAST DUNBARTONSHIRE","Male","25 to 34","Fairly Good Health","Large employers and higher managerial occupations",17
"EAST DUNBARTONSHIRE","Male","25 to 34","Not Good Health","Large employers and higher managerial occupations",2
"EAST DUNBARTONSHIRE","Male","35 to 49","Good Health","Large employers and higher managerial occupations",939
"EAST DUNBARTONSHIRE","Male","35 to 49","Fairly Good Health","Large employers and higher managerial occupations",117
"EAST DUNBARTONSHIRE","Male","35 to 49","Not Good Health","Large employers and higher managerial occupations",16
"EAST DUNBARTONSHIRE","Male","50 to 54","Good Health","Large employers and higher managerial occupations",226
"EAST DUNBARTONSHIRE","Male","50 to 54","Fairly Good Health","Large employers and higher managerial occupations",56
"EAST DUNBARTONSHIRE","Male","50 to 54","Not Good Health","Large employers and higher managerial occupations",10
"EAST DUNBARTONSHIRE","Male","55 to 59","Good Health","Large employers and higher managerial occupations",165
"EAST DUNBARTONSHIRE","Male","55 to 59","Fairly Good Health","Large employers and higher managerial occupations",42
"EAST DUNBARTONSHIRE","Male","55 to 59","Not Good Health","Large employers and higher managerial occupations",9
"EAST DUNBARTONSHIRE","Male","60 to 64","Good Health","Large employers and higher managerial occupations",105
"EAST DUNBARTONSHIRE","Male","60 to 64","Fairly Good Health","Large employers and higher managerial occupations",30
"EAST DUNBARTONSHIRE","Male","60 to 64","Not Good Health","Large employers and higher managerial occupations",13
"EAST DUNBARTONSHIRE","Male","65 to 74","Good Health","Large employers and higher managerial occupations",6
"EAST DUNBARTONSHIRE","Male","65 to 74","Fairly Good Health","Large employers and higher managerial occupations",2
"EAST DUNBARTONSHIRE","Male","65 to 74","Not Good Health","Large employers and higher managerial occupations",0
"EAST DUNBARTONSHIRE","Female","16 to 24","Good Health","Large employers and higher managerial occupations",13
"EAST DUNBARTONSHIRE","Female","16 to 24","Fairly Good Health","Large employers and higher managerial occupations",1
"EAST DUNBARTONSHIRE","Female","16 to 24","Not Good Health","Large employers and higher managerial occupations",0
"EAST DUNBARTONSHIRE","Female","25 to 34","Good Health","Large employers and higher managerial occupations",141
"EAST DUNBARTONSHIRE","Female","25 to 34","Fairly Good Health","Large employers and higher managerial occupations",16
"EAST DUNBARTONSHIRE","Female","25 to 34","Not Good Health","Large employers and higher managerial occupations",5
"EAST DUNBARTONSHIRE","Female","35 to 49","Good Health","Large employers and higher managerial occupations",297
"EAST DUNBARTONSHIRE","Female","35 to 49","Fairly Good Health","Large employers and higher managerial occupations",71
"EAST DUNBARTONSHIRE","Female","35 to 49","Not Good Health","Large employers and higher managerial occupations",11
"EAST DUNBARTONSHIRE","Female","50 to 54","Good Health","Large employers and higher managerial occupations",53
"EAST DUNBARTONSHIRE","Female","50 to 54","Fairly Good Health","Large employers and higher managerial occupations",12
"EAST DUNBARTONSHIRE","Female","50 to 54","Not Good Health","Large employers and higher managerial occupations",6
"EAST DUNBARTONSHIRE","Female","55 to 59","Good Health","Large employers and higher managerial occupations",26
"EAST DUNBARTONSHIRE","Female","55 to 59","Fairly Good Health","Large employers and higher managerial occupations",8
"EAST DUNBARTONSHIRE","Female","55 to 59","Not Good Health","Large employers and higher managerial occupations",6
"EAST DUNBARTONSHIRE","Female","60 to 64","Good Health","Large employers and higher managerial occupations",18
"EAST DUNBARTONSHIRE","Female","60 to 64","Fairly Good Health","Large employers and higher managerial occupations",4
"EAST DUNBARTONSHIRE","Female","60 to 64","Not Good Health","Large employers and higher managerial occupations",0
"EAST DUNBARTONSHIRE","Female","65 to 74","Good Health","Large employers and higher managerial occupations",2
"EAST DUNBARTONSHIRE","Female","65 to 74","Fairly Good Health","Large employers and higher managerial occupations",1
"EAST DUNBARTONSHIRE","Female","65 to 74","Not Good Health","Large employers and higher managerial occupations",1
"EAST LOTHIAN","Male","16 to 24","Good Health","Large employers and higher managerial occupations",16
"EAST LOTHIAN","Male","16 to 24","Fairly Good Health","Large employers and higher managerial occupations",2
"EAST LOTHIAN","Male","16 to 24","Not Good Health","Large employers and higher managerial occupations",0
"EAST LOTHIAN","Male","25 to 34","Good Health","Large employers and higher managerial occupations",169
"EAST LOTHIAN","Male","25 to 34","Fairly Good Health","Large employers and higher managerial occupations",10
"EAST LOTHIAN","Male","25 to 34","Not Good Health","Large employers and higher managerial occupations",0
"EAST LOTHIAN","Male","35 to 49","Good Health","Large employers and higher managerial occupations",569
"EAST LOTHIAN","Male","35 to 49","Fairly Good Health","Large employers and higher managerial occupations",61
"EAST LOTHIAN","Male","35 to 49","Not Good Health","Large employers and higher managerial occupations",11
"EAST LOTHIAN","Male","50 to 54","Good Health","Large employers and higher managerial occupations",159
"EAST LOTHIAN","Male","50 to 54","Fairly Good Health","Large employers and higher managerial occupations",38
"EAST LOTHIAN","Male","50 to 54","Not Good Health","Large employers and higher managerial occupations",7
"EAST LOTHIAN","Male","55 to 59","Good Health","Large employers and higher managerial occupations",101
"EAST LOTHIAN","Male","55 to 59","Fairly Good Health","Large employers and higher managerial occupations",19
"EAST LOTHIAN","Male","55 to 59","Not Good Health","Large employers and higher managerial occupations",4
"EAST LOTHIAN","Male","60 to 64","Good Health","Large employers and higher managerial occupations",40
"EAST LOTHIAN","Male","60 to 64","Fairly Good Health","Large employers and higher managerial occupations",18
"EAST LOTHIAN","Male","60 to 64","Not Good Health","Large employers and higher managerial occupations",8
"EAST LOTHIAN","Male","65 to 74","Good Health","Large employers and higher managerial occupations",8
"EAST LOTHIAN","Male","65 to 74","Fairly Good Health","Large employers and higher managerial occupations",2
"EAST LOTHIAN","Male","65 to 74","Not Good Health","Large employers and higher managerial occupations",0
"EAST LOTHIAN","Female","16 to 24","Good Health","Large employers and higher managerial occupations",5
"EAST LOTHIAN","Female","16 to 24","Fairly Good Health","Large employers and higher managerial occupations",0
"EAST LOTHIAN","Female","16 to 24","Not Good Health","Large employers and higher managerial occupations",0
"EAST LOTHIAN","Female","25 to 34","Good Health","Large employers and higher managerial occupations",100
"EAST LOTHIAN","Female","25 to 34","Fairly Good Health","Large employers and higher managerial occupations",12
"EAST LOTHIAN","Female","25 to 34","Not Good Health","Large employers and higher managerial occupations",5
"EAST LOTHIAN","Female","35 to 49","Good Health","Large employers and higher managerial occupations",186
"EAST LOTHIAN","Female","35 to 49","Fairly Good Health","Large employers and higher managerial occupations",29
"EAST LOTHIAN","Female","35 to 49","Not Good Health","Large employers and higher managerial occupations",11
"EAST LOTHIAN","Female","50 to 54","Good Health","Large employers and higher managerial occupations",32
"EAST LOTHIAN","Female","50 to 54","Fairly Good Health","Large employers and higher managerial occupations",8
"EAST LOTHIAN","Female","50 to 54","Not Good Health","Large employers and higher managerial occupations",2
"EAST LOTHIAN","Female","55 to 59","Good Health","Large employers and higher managerial occupations",20
"EAST LOTHIAN","Female","55 to 59","Fairly Good Health","Large employers and higher managerial occupations",6
"EAST LOTHIAN","Female","55 to 59","Not Good Health","Large employers and higher managerial occupations",2
"EAST LOTHIAN","Female","60 to 64","Good Health","Large employers and higher managerial occupations",13
"EAST LOTHIAN","Female","60 to 64","Fairly Good Health","Large employers and higher managerial occupations",4
"EAST LOTHIAN","Female","60 to 64","Not Good Health","Large employers and higher managerial occupations",0
"EAST LOTHIAN","Female","65 to 74","Good Health","Large employers and higher managerial occupations",1
